algorithm,mu,lambda_,mut_std,mut_indpb,repair_pct,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,mut_prob,temp,alpha,phi1,phi2,smin,smax,weight,cxpb,mutpb,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb
MuPlusLambda,200.0,200.0,,,0.0,20,38,22,16,0,0.0,106,0.0,39,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,20,38,22,16,0,0.0,106,0.0,137,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,20,38,22,16,0,0.0,106,0.0,45,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,20,38,22,16,0,0.0,106,0.0,107,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,20,38,22,16,0,0.0,106,0.0,18,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,225,263,258,5,0,3912.0,486,0.0,462,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,225,263,258,5,0,3912.0,486,0.0,463,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,225,263,258,5,0,3912.0,486,0.0,560,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,225,263,258,5,0,3912.0,486,45.0,372,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,225,263,258,5,0,3912.0,486,0.0,1179,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,225,263,258,5,0,3912.0,486,0.0,539,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,225,263,258,5,0,3912.0,486,0.0,566,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,225,263,258,5,0,3912.0,486,98.0,418,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,225,263,258,5,0,3912.0,486,0.0,921,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,225,263,258,5,0,3912.0,486,0.0,567,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,270,409,394,15,0,98.0,373,0.0,501,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,270,409,394,15,0,98.0,373,0.0,518,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,270,409,394,15,0,98.0,373,16.0,357,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,270,409,394,15,0,98.0,373,0.0,406,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,270,409,394,15,0,98.0,373,0.0,555,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,270,409,394,15,0,98.0,373,0.0,405,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,270,409,394,15,0,98.0,373,82.0,352,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,270,409,394,15,0,98.0,373,0.0,610,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,270,409,394,15,0,98.0,373,0.0,676,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,270,409,394,15,0,98.0,373,0.0,679,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,96,154,140,14,0,0.0,177,0.0,344,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,96,154,140,14,0,0.0,177,0.0,143,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,96,154,140,14,0,0.0,177,0.0,256,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,96,154,140,14,0,0.0,177,0.0,153,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,96,154,140,14,0,0.0,177,0.0,222,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,96,154,140,14,0,0.0,177,0.0,168,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,96,154,140,14,0,0.0,177,0.0,144,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,96,154,140,14,0,0.0,177,0.0,313,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,96,154,140,14,0,0.0,177,0.0,264,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,96,154,140,14,0,0.0,177,0.0,182,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,47,52,48,4,0,0.0,269,0.0,83,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,47,52,48,4,0,0.0,269,0.0,118,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,47,52,48,4,0,0.0,269,0.0,272,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,47,52,48,4,0,0.0,269,0.0,326,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,47,52,48,4,0,0.0,269,0.0,271,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,47,52,48,4,0,0.0,269,0.0,91,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,47,52,48,4,0,0.0,269,0.0,130,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,47,52,48,4,0,0.0,269,0.0,111,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,47,52,48,4,0,0.0,269,0.0,260,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,47,52,48,4,0,0.0,269,0.0,90,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,423,727,710,17,0,1230.0,503,0.0,652,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,423,727,710,17,0,1230.0,503,458.0,486,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,423,727,710,17,0,1230.0,503,0.0,615,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,423,727,710,17,0,1230.0,503,0.0,633,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,423,727,710,17,0,1230.0,503,0.0,598,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,423,727,710,17,0,1230.0,503,607.0,501,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,423,727,710,17,0,1230.0,503,0.0,1115,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,423,727,710,17,0,1230.0,503,0.0,701,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,423,727,710,17,0,1230.0,503,0.0,590,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,423,727,710,17,0,1230.0,503,0.0,809,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,210,326,321,5,0,837.0,538,0.0,800,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,210,326,321,5,0,837.0,538,0.0,676,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,210,326,321,5,0,837.0,538,0.0,679,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,210,326,321,5,0,837.0,538,87.0,504,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,210,326,321,5,0,837.0,538,0.0,667,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,210,326,321,5,0,837.0,538,2.0,631,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,210,326,321,5,0,837.0,538,0.0,848,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,210,326,321,5,0,837.0,538,0.0,969,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,210,326,321,5,0,837.0,538,168.0,516,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,210,326,321,5,0,837.0,538,0.0,924,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,233,416,399,17,0,147.0,427,0.0,521,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,233,416,399,17,0,147.0,427,0.0,548,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,233,416,399,17,0,147.0,427,0.0,436,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,233,416,399,17,0,147.0,427,0.0,530,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,233,416,399,17,0,147.0,427,0.0,529,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,233,416,399,17,0,147.0,427,0.0,428,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,233,416,399,17,0,147.0,427,0.0,681,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,233,416,399,17,0,147.0,427,29.0,384,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,233,416,399,17,0,147.0,427,23.0,395,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,233,416,399,17,0,147.0,427,0.0,591,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,95,161,151,10,0,0.0,328,0.0,360,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,95,161,151,10,0,0.0,328,0.0,236,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,95,161,151,10,0,0.0,328,0.0,255,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,95,161,151,10,0,0.0,328,0.0,238,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,95,161,151,10,0,0.0,328,0.0,302,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,95,161,151,10,0,0.0,328,0.0,334,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,95,161,151,10,0,0.0,328,0.0,584,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,95,161,151,10,0,0.0,328,0.0,357,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,95,161,151,10,0,0.0,328,0.0,458,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,95,161,151,10,0,0.0,328,0.0,247,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,128,238,225,13,0,103.0,349,0.0,570,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,128,238,225,13,0,103.0,349,0.0,393,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,128,238,225,13,0,103.0,349,0.0,402,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,128,238,225,13,0,103.0,349,0.0,309,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,128,238,225,13,0,103.0,349,0.0,405,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,128,238,225,13,0,103.0,349,0.0,372,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,128,238,225,13,0,103.0,349,0.0,313,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,128,238,225,13,0,103.0,349,0.0,282,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,128,238,225,13,0,103.0,349,0.0,589,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,128,238,225,13,0,103.0,349,0.0,311,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,201,277,276,1,0,16572.0,455,541.0,824,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,201,277,276,1,0,16572.0,455,2008.0,725,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,201,277,276,1,0,16572.0,455,85.0,1921,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,201,277,276,1,0,16572.0,455,67.0,1166,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,201,277,276,1,0,16572.0,455,3350.0,633,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,201,277,276,1,0,16572.0,455,1561.0,720,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,201,277,276,1,0,16572.0,455,1180.0,789,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,201,277,276,1,0,16572.0,455,610.0,858,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,201,277,276,1,0,16572.0,455,5461.0,444,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,201,277,276,1,0,16572.0,455,5370.0,441,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,362,651,650,1,0,41288.0,309,3778.0,731,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,362,651,650,1,0,41288.0,309,23.0,1734,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,362,651,650,1,0,41288.0,309,7688.0,765,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,362,651,650,1,0,41288.0,309,16969.0,667,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,362,651,650,1,0,41288.0,309,26600.0,375,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,362,651,650,1,0,41288.0,309,0.0,1998,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,362,651,650,1,0,41288.0,309,13396.0,654,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,362,651,650,1,0,41288.0,309,3414.0,693,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,362,651,650,1,0,41288.0,309,27034.0,351,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,362,651,650,1,0,41288.0,309,5858.0,811,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,367,633,630,3,0,8314.0,651,0.0,847,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,367,633,630,3,0,8314.0,651,0.0,797,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,367,633,630,3,0,8314.0,651,391.0,527,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,367,633,630,3,0,8314.0,651,0.0,808,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,367,633,630,3,0,8314.0,651,0.0,701,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,367,633,630,3,0,8314.0,651,618.0,543,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,367,633,630,3,0,8314.0,651,0.0,1019,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,367,633,630,3,0,8314.0,651,0.0,645,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,367,633,630,3,0,8314.0,651,0.0,1189,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,367,633,630,3,0,8314.0,651,0.0,682,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,250,371,363,8,0,375.0,382,97.0,349,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,250,371,363,8,0,375.0,382,0.0,618,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,250,371,363,8,0,375.0,382,0.0,481,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,250,371,363,8,0,375.0,382,0.0,438,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,250,371,363,8,0,375.0,382,0.0,566,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,250,371,363,8,0,375.0,382,68.0,334,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,250,371,363,8,0,375.0,382,0.0,437,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,250,371,363,8,0,375.0,382,0.0,653,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,250,371,363,8,0,375.0,382,0.0,623,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,250,371,363,8,0,375.0,382,0.0,505,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,272,444,435,9,0,3375.0,541,852.0,676,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,272,444,435,9,0,3375.0,541,30.0,2087,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,272,444,435,9,0,3375.0,541,751.0,660,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,272,444,435,9,0,3375.0,541,0.0,853,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,272,444,435,9,0,3375.0,541,0.0,884,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,272,444,435,9,0,3375.0,541,689.0,502,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,272,444,435,9,0,3375.0,541,0.0,1985,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,272,444,435,9,0,3375.0,541,895.0,486,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,272,444,435,9,0,3375.0,541,0.0,644,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,272,444,435,9,0,3375.0,541,125.0,785,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,489,852,837,15,0,545.0,591,761.0,512,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,489,852,837,15,0,545.0,591,0.0,641,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,489,852,837,15,0,545.0,591,0.0,745,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,489,852,837,15,0,545.0,591,0.0,738,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,489,852,837,15,0,545.0,591,0.0,829,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,489,852,837,15,0,545.0,591,280.0,521,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,489,852,837,15,0,545.0,591,0.0,624,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,489,852,837,15,0,545.0,591,0.0,706,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,489,852,837,15,0,545.0,591,0.0,1137,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,489,852,837,15,0,545.0,591,0.0,699,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,209,301,288,13,0,60.0,533,0.0,633,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,209,301,288,13,0,60.0,533,0.0,669,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,209,301,288,13,0,60.0,533,0.0,618,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,209,301,288,13,0,60.0,533,51.0,477,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,209,301,288,13,0,60.0,533,0.0,648,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,209,301,288,13,0,60.0,533,0.0,703,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,209,301,288,13,0,60.0,533,0.0,876,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,209,301,288,13,0,60.0,533,95.0,462,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,209,301,288,13,0,60.0,533,0.0,970,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,209,301,288,13,0,60.0,533,0.0,600,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,118,178,166,12,0,0.0,361,0.0,271,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,118,178,166,12,0,0.0,361,3.0,276,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,118,178,166,12,0,0.0,361,0.0,302,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,118,178,166,12,0,0.0,361,0.0,483,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,118,178,166,12,0,0.0,361,0.0,415,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,118,178,166,12,0,0.0,361,0.0,504,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,118,178,166,12,0,0.0,361,0.0,419,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,118,178,166,12,0,0.0,361,0.0,304,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,118,178,166,12,0,0.0,361,0.0,527,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,118,178,166,12,0,0.0,361,0.0,649,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,108,118,114,4,0,164.0,223,0.0,428,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,108,118,114,4,0,164.0,223,0.0,195,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,108,118,114,4,0,164.0,223,0.0,192,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,108,118,114,4,0,164.0,223,0.0,240,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,108,118,114,4,0,164.0,223,0.0,291,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,108,118,114,4,0,164.0,223,0.0,173,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,108,118,114,4,0,164.0,223,0.0,208,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,108,118,114,4,0,164.0,223,0.0,368,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,108,118,114,4,0,164.0,223,0.0,304,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,108,118,114,4,0,164.0,223,0.0,276,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,67,110,101,9,0,0.0,230,0.0,168,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,67,110,101,9,0,0.0,230,0.0,170,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,67,110,101,9,0,0.0,230,0.0,432,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,67,110,101,9,0,0.0,230,0.0,291,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,67,110,101,9,0,0.0,230,5.0,176,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,67,110,101,9,0,0.0,230,0.0,164,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,67,110,101,9,0,0.0,230,0.0,228,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,67,110,101,9,0,0.0,230,0.0,346,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,67,110,101,9,0,0.0,230,0.0,270,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,67,110,101,9,0,0.0,230,0.0,158,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,367,382,375,7,0,13012.0,194,0.0,252,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,367,382,375,7,0,13012.0,194,0.0,397,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,367,382,375,7,0,13012.0,194,0.0,323,,,,,,,,,,,,,,
