assignments,relation_constraints,resource_constraints,date_constraints,constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,algorithm,repair_pct,mu
495,549,5,0,554,38978,471,32265,504,FixerOnly,1.0,200
495,549,5,0,554,38978,471,32206,474,FixerOnly,1.0,200
105,104,15,0,119,0,361,120,215,FixerOnly,1.0,200
105,104,15,0,119,0,361,146,176,FixerOnly,1.0,200
105,104,15,0,119,0,361,44,209,FixerOnly,1.0,200
94,128,2,0,130,72,347,1004,351,FixerOnly,1.0,200
94,128,2,0,130,72,347,1409,284,FixerOnly,1.0,200
94,128,2,0,130,72,347,1664,285,FixerOnly,1.0,200
39,48,5,0,53,0,84,0,109,FixerOnly,1.0,200
39,48,5,0,53,0,84,0,136,FixerOnly,1.0,200
39,48,5,0,53,0,84,0,154,FixerOnly,1.0,200
207,331,9,0,340,0,388,637,311,FixerOnly,1.0,200
207,331,9,0,340,0,388,625,378,FixerOnly,1.0,200
207,331,9,0,340,0,388,553,314,FixerOnly,1.0,200
137,248,16,0,264,0,382,158,335,FixerOnly,1.0,200
137,248,16,0,264,0,382,29,324,FixerOnly,1.0,200
137,248,16,0,264,0,382,105,290,FixerOnly,1.0,200
16,19,12,0,31,0,139,0,81,FixerOnly,1.0,200
16,19,12,0,31,0,139,0,70,FixerOnly,1.0,200
16,19,12,0,31,0,139,0,78,FixerOnly,1.0,200
491,523,2,0,525,63623,337,54847,350,FixerOnly,1.0,200
491,523,2,0,525,63623,337,55062,379,FixerOnly,1.0,200
491,523,2,0,525,63623,337,55076,327,FixerOnly,1.0,200
153,226,19,0,245,0,338,0,364,FixerOnly,1.0,200
153,226,19,0,245,0,338,31,305,FixerOnly,1.0,200
153,226,19,0,245,0,338,52,309,FixerOnly,1.0,200
164,247,16,0,263,193,415,316,338,FixerOnly,1.0,200
164,247,16,0,263,193,415,367,380,FixerOnly,1.0,200
164,247,16,0,263,193,415,236,362,FixerOnly,1.0,200
94,134,14,0,148,0,339,0,318,FixerOnly,1.0,200
94,134,14,0,148,0,339,0,545,FixerOnly,1.0,200
94,134,14,0,148,0,339,13,398,FixerOnly,1.0,200
471,530,14,0,544,4358,563,4472,717,FixerOnly,1.0,200
471,530,14,0,544,4358,563,4392,652,FixerOnly,1.0,200
471,530,14,0,544,4358,563,4412,423,FixerOnly,1.0,200
418,604,7,0,611,2086,608,5561,539,FixerOnly,1.0,200
418,604,7,0,611,2086,608,5640,462,FixerOnly,1.0,200
418,604,7,0,611,2086,608,4135,652,FixerOnly,1.0,200
171,248,4,0,252,1761,391,1847,453,FixerOnly,1.0,200
171,248,4,0,252,1761,391,2462,468,FixerOnly,1.0,200
171,248,4,0,252,1761,391,2484,473,FixerOnly,1.0,200
18,21,18,0,39,0,106,0,60,FixerOnly,1.0,200
18,21,18,0,39,0,106,0,79,FixerOnly,1.0,200
18,21,18,0,39,0,106,0,66,FixerOnly,1.0,200
112,183,15,0,198,0,430,14,221,FixerOnly,1.0,200
112,183,15,0,198,0,430,0,261,FixerOnly,1.0,200
112,183,15,0,198,0,430,25,295,FixerOnly,1.0,200
114,192,9,0,201,0,296,144,242,FixerOnly,1.0,200
114,192,9,0,201,0,296,66,288,FixerOnly,1.0,200
114,192,9,0,201,0,296,61,302,FixerOnly,1.0,200
68,106,6,0,112,0,246,251,245,FixerOnly,1.0,200
68,106,6,0,112,0,246,226,231,FixerOnly,1.0,200
68,106,6,0,112,0,246,99,254,FixerOnly,1.0,200
353,581,4,0,585,3647,499,5415,513,FixerOnly,1.0,200
353,581,4,0,585,3647,499,5743,526,FixerOnly,1.0,200
353,581,4,0,585,3647,499,4996,518,FixerOnly,1.0,200
207,285,5,0,290,1955,359,1845,520,FixerOnly,1.0,200
207,285,5,0,290,1955,359,1749,415,FixerOnly,1.0,200
207,285,5,0,290,1955,359,1905,453,FixerOnly,1.0,200
91,93,3,0,96,2006,175,950,232,FixerOnly,1.0,200
91,93,3,0,96,2006,175,706,248,FixerOnly,1.0,200
91,93,3,0,96,2006,175,716,342,FixerOnly,1.0,200
456,490,15,0,505,7074,539,7159,424,FixerOnly,1.0,200
456,490,15,0,505,7074,539,6747,418,FixerOnly,1.0,200
456,490,15,0,505,7074,539,6905,639,FixerOnly,1.0,200
33,47,5,0,52,0,237,0,226,FixerOnly,1.0,200
33,47,5,0,52,0,237,0,170,FixerOnly,1.0,200
33,47,5,0,52,0,237,0,213,FixerOnly,1.0,200
331,526,10,0,536,267,534,3282,406,FixerOnly,1.0,200
331,526,10,0,536,267,534,2600,467,FixerOnly,1.0,200
331,526,10,0,536,267,534,2951,479,FixerOnly,1.0,200
111,109,1,0,110,14694,220,11744,242,FixerOnly,1.0,200
111,109,1,0,110,14694,220,11743,235,FixerOnly,1.0,200
111,109,1,0,110,14694,220,11771,200,FixerOnly,1.0,200
492,843,14,0,857,1436,508,5916,345,FixerOnly,1.0,200
492,843,14,0,857,1436,508,5213,473,FixerOnly,1.0,200
492,843,14,0,857,1436,508,5093,507,FixerOnly,1.0,200
235,325,6,0,331,3530,435,4424,438,FixerOnly,1.0,200
235,325,6,0,331,3530,435,4285,336,FixerOnly,1.0,200
235,325,6,0,331,3530,435,4302,398,FixerOnly,1.0,200
330,609,7,0,616,5774,589,7372,394,FixerOnly,1.0,200
330,609,7,0,616,5774,589,7082,505,FixerOnly,1.0,200
330,609,7,0,616,5774,589,7278,470,FixerOnly,1.0,200
456,737,6,0,743,7552,538,7957,514,FixerOnly,1.0,200
456,737,6,0,743,7552,538,7273,604,FixerOnly,1.0,200
456,737,6,0,743,7552,538,6786,637,FixerOnly,1.0,200
362,396,5,0,401,15977,274,11742,343,FixerOnly,1.0,200
362,396,5,0,401,15977,274,13092,297,FixerOnly,1.0,200
362,396,5,0,401,15977,274,13109,327,FixerOnly,1.0,200
57,85,19,0,104,0,190,0,144,FixerOnly,1.0,200
57,85,19,0,104,0,190,0,180,FixerOnly,1.0,200
57,85,19,0,104,0,190,0,170,FixerOnly,1.0,200
49,63,7,0,70,0,356,0,289,FixerOnly,1.0,200
49,63,7,0,70,0,356,20,249,FixerOnly,1.0,200
49,63,7,0,70,0,356,13,239,FixerOnly,1.0,200
233,379,15,0,394,2785,406,2990,579,FixerOnly,1.0,200
233,379,15,0,394,2785,406,2730,632,FixerOnly,1.0,200
233,379,15,0,394,2785,406,2798,440,FixerOnly,1.0,200
402,748,16,0,764,442,386,2768,505,FixerOnly,1.0,200
402,748,16,0,764,442,386,2989,382,FixerOnly,1.0,200
402,748,16,0,764,442,386,3522,498,FixerOnly,1.0,200
156,173,7,0,180,157,202,806,218,FixerOnly,1.0,200
156,173,7,0,180,157,202,941,320,FixerOnly,1.0,200
156,173,7,0,180,157,202,638,258,FixerOnly,1.0,200
483,801,9,0,810,1990,776,6497,497,FixerOnly,1.0,200
483,801,9,0,810,1990,776,6211,589,FixerOnly,1.0,200
483,801,9,0,810,1990,776,6648,571,FixerOnly,1.0,200
320,348,13,0,361,2371,381,2962,287,FixerOnly,1.0,200
320,348,13,0,361,2371,381,2562,287,FixerOnly,1.0,200
320,348,13,0,361,2371,381,2548,351,FixerOnly,1.0,200
421,743,19,0,762,0,655,1808,581,FixerOnly,1.0,200
421,743,19,0,762,0,655,1443,433,FixerOnly,1.0,200
421,743,19,0,762,0,655,1401,649,FixerOnly,1.0,200
332,362,14,0,376,932,433,3091,428,FixerOnly,1.0,200
332,362,14,0,376,932,433,3106,365,FixerOnly,1.0,200
332,362,14,0,376,932,433,3085,348,FixerOnly,1.0,200
40,54,6,0,60,0,140,0,153,FixerOnly,1.0,200
40,54,6,0,60,0,140,0,152,FixerOnly,1.0,200
40,54,6,0,60,0,140,0,175,FixerOnly,1.0,200
236,352,4,0,356,3408,433,5916,377,FixerOnly,1.0,200
236,352,4,0,356,3408,433,5923,377,FixerOnly,1.0,200
236,352,4,0,356,3408,433,6339,327,FixerOnly,1.0,200
457,730,17,0,747,236,448,2645,623,FixerOnly,1.0,200
457,730,17,0,747,236,448,2838,488,FixerOnly,1.0,200
457,730,17,0,747,236,448,2706,605,FixerOnly,1.0,200
160,155,7,0,162,1056,273,754,236,FixerOnly,1.0,200
160,155,7,0,162,1056,273,880,235,FixerOnly,1.0,200
160,155,7,0,162,1056,273,863,256,FixerOnly,1.0,200
129,130,5,0,135,1981,241,2151,256,FixerOnly,1.0,200
129,130,5,0,135,1981,241,1911,244,FixerOnly,1.0,200
129,130,5,0,135,1981,241,1942,306,FixerOnly,1.0,200
122,132,4,0,136,914,286,825,348,FixerOnly,1.0,200
122,132,4,0,136,914,286,997,448,FixerOnly,1.0,200
122,132,4,0,136,914,286,851,305,FixerOnly,1.0,200
271,290,15,0,305,539,395,1349,362,FixerOnly,1.0,200
271,290,15,0,305,539,395,1543,313,FixerOnly,1.0,200
271,290,15,0,305,539,395,1609,311,FixerOnly,1.0,200
154,219,5,0,224,183,531,547,397,FixerOnly,1.0,200
154,219,5,0,224,183,531,670,364,FixerOnly,1.0,200
154,219,5,0,224,183,531,543,349,FixerOnly,1.0,200
50,68,17,0,85,0,318,0,191,FixerOnly,1.0,200
50,68,17,0,85,0,318,0,182,FixerOnly,1.0,200
50,68,17,0,85,0,318,0,167,FixerOnly,1.0,200
299,413,11,0,424,100,471,1259,453,FixerOnly,1.0,200
299,413,11,0,424,100,471,1080,583,FixerOnly,1.0,200
299,413,11,0,424,100,471,1376,347,FixerOnly,1.0,200
437,466,18,0,484,4075,302,5453,350,FixerOnly,1.0,200
437,466,18,0,484,4075,302,5212,304,FixerOnly,1.0,200
437,466,18,0,484,4075,302,5295,310,FixerOnly,1.0,200
233,257,9,0,266,3472,225,3101,242,FixerOnly,1.0,200
233,257,9,0,266,3472,225,2839,270,FixerOnly,1.0,200
233,257,9,0,266,3472,225,2752,264,FixerOnly,1.0,200
476,861,18,0,879,131,563,2159,587,FixerOnly,1.0,200
476,861,18,0,879,131,563,2429,684,FixerOnly,1.0,200
476,861,18,0,879,131,563,2153,705,FixerOnly,1.0,200
421,759,5,0,764,8254,329,9683,417,FixerOnly,1.0,200
421,759,5,0,764,8254,329,9716,480,FixerOnly,1.0,200
421,759,5,0,764,8254,329,9526,401,FixerOnly,1.0,200
311,426,13,0,439,1370,464,2172,353,FixerOnly,1.0,200
311,426,13,0,439,1370,464,2480,306,FixerOnly,1.0,200
311,426,13,0,439,1370,464,2623,319,FixerOnly,1.0,200
87,88,15,0,103,109,146,172,214,FixerOnly,1.0,200
87,88,15,0,103,109,146,84,190,FixerOnly,1.0,200
87,88,15,0,103,109,146,76,172,FixerOnly,1.0,200
415,460,7,0,467,20487,345,15820,274,FixerOnly,1.0,200
415,460,7,0,467,20487,345,15625,406,FixerOnly,1.0,200
415,460,7,0,467,20487,345,12678,402,FixerOnly,1.0,200
209,362,5,0,367,282,300,1892,425,FixerOnly,1.0,200
209,362,5,0,367,282,300,2244,445,FixerOnly,1.0,200
209,362,5,0,367,282,300,2739,375,FixerOnly,1.0,200
133,192,16,0,208,0,516,0,419,FixerOnly,1.0,200
133,192,16,0,208,0,516,3,437,FixerOnly,1.0,200
133,192,16,0,208,0,516,5,469,FixerOnly,1.0,200
488,829,13,0,842,1124,435,5091,498,FixerOnly,1.0,200
488,829,13,0,842,1124,435,3608,451,FixerOnly,1.0,200
488,829,13,0,842,1124,435,4549,447,FixerOnly,1.0,200
305,439,1,0,440,30462,346,29026,385,FixerOnly,1.0,200
305,439,1,0,440,30462,346,29646,382,FixerOnly,1.0,200
305,439,1,0,440,30462,346,31031,363,FixerOnly,1.0,200
495,915,3,0,918,20010,686,27948,585,FixerOnly,1.0,200
495,915,3,0,918,20010,686,28947,519,FixerOnly,1.0,200
495,915,3,0,918,20010,686,29631,528,FixerOnly,1.0,200
448,494,10,0,504,8420,358,8532,329,FixerOnly,1.0,200
448,494,10,0,504,8420,358,8933,333,FixerOnly,1.0,200
448,494,10,0,504,8420,358,7879,395,FixerOnly,1.0,200
225,312,15,0,327,4,256,378,332,FixerOnly,1.0,200
225,312,15,0,327,4,256,380,374,FixerOnly,1.0,200
225,312,15,0,327,4,256,410,381,FixerOnly,1.0,200
418,784,3,0,787,27838,345,22424,439,FixerOnly,1.0,200
418,784,3,0,787,27838,345,21162,502,FixerOnly,1.0,200
418,784,3,0,787,27838,345,23068,405,FixerOnly,1.0,200
229,340,5,0,345,1530,288,3866,460,FixerOnly,1.0,200
229,340,5,0,345,1530,288,3354,404,FixerOnly,1.0,200
229,340,5,0,345,1530,288,3035,381,FixerOnly,1.0,200
420,727,9,0,736,2763,500,3876,456,FixerOnly,1.0,200
420,727,9,0,736,2763,500,4180,424,FixerOnly,1.0,200
420,727,9,0,736,2763,500,4293,544,FixerOnly,1.0,200
372,533,12,0,545,1286,382,3160,375,FixerOnly,1.0,200
372,533,12,0,545,1286,382,2974,500,FixerOnly,1.0,200
372,533,12,0,545,1286,382,3067,397,FixerOnly,1.0,200
365,501,10,0,511,1547,596,2427,455,FixerOnly,1.0,200
365,501,10,0,511,1547,596,2303,601,FixerOnly,1.0,200
365,501,10,0,511,1547,596,2403,447,FixerOnly,1.0,200
394,697,18,0,715,168,568,1323,475,FixerOnly,1.0,200
394,697,18,0,715,168,568,1354,445,FixerOnly,1.0,200
394,697,18,0,715,168,568,1738,506,FixerOnly,1.0,200
183,257,10,0,267,242,345,400,391,FixerOnly,1.0,200
183,257,10,0,267,242,345,549,469,FixerOnly,1.0,200
183,257,10,0,267,242,345,521,336,FixerOnly,1.0,200
66,89,10,0,99,0,342,0,257,FixerOnly,1.0,200
66,89,10,0,99,0,342,3,248,FixerOnly,1.0,200
66,89,10,0,99,0,342,3,259,FixerOnly,1.0,200
423,476,7,0,483,19080,367,11842,384,FixerOnly,1.0,200
423,476,7,0,483,19080,367,13815,338,FixerOnly,1.0,200
423,476,7,0,483,19080,367,14707,285,FixerOnly,1.0,200
277,514,5,0,519,2459,435,6492,332,FixerOnly,1.0,200
277,514,5,0,519,2459,435,5710,343,FixerOnly,1.0,200
277,514,5,0,519,2459,435,6525,419,FixerOnly,1.0,200
425,704,3,0,707,13232,517,18225,485,FixerOnly,1.0,200
425,704,3,0,707,13232,517,19039,457,FixerOnly,1.0,200
425,704,3,0,707,13232,517,17185,567,FixerOnly,1.0,200
492,722,7,0,729,13026,602,13598,434,FixerOnly,1.0,200
492,722,7,0,729,13026,602,13737,592,FixerOnly,1.0,200
492,722,7,0,729,13026,602,13616,441,FixerOnly,1.0,200
265,391,9,0,400,830,522,2074,626,FixerOnly,1.0,200
265,391,9,0,400,830,522,2311,402,FixerOnly,1.0,200
265,391,9,0,400,830,522,2331,648,FixerOnly,1.0,200
86,127,1,0,128,287,293,621,408,FixerOnly,1.0,200
86,127,1,0,128,287,293,905,346,FixerOnly,1.0,200
86,127,1,0,128,287,293,714,321,FixerOnly,1.0,200
96,119,15,0,134,0,416,0,280,FixerOnly,1.0,200
96,119,15,0,134,0,416,27,312,FixerOnly,1.0,200
96,119,15,0,134,0,416,34,297,FixerOnly,1.0,200
301,350,14,0,364,1375,482,2006,395,FixerOnly,1.0,200
301,350,14,0,364,1375,482,1360,457,FixerOnly,1.0,200
301,350,14,0,364,1375,482,2041,374,FixerOnly,1.0,200
307,454,8,0,462,1841,518,3728,498,FixerOnly,1.0,200
307,454,8,0,462,1841,518,3196,563,FixerOnly,1.0,200
307,454,8,0,462,1841,518,3508,491,FixerOnly,1.0,200
488,824,15,0,839,325,622,3664,404,FixerOnly,1.0,200
488,824,15,0,839,325,622,2727,489,FixerOnly,1.0,200
488,824,15,0,839,325,622,3376,439,FixerOnly,1.0,200
318,572,10,0,582,496,406,2027,442,FixerOnly,1.0,200
318,572,10,0,582,496,406,2019,544,FixerOnly,1.0,200
318,572,10,0,582,496,406,1951,492,FixerOnly,1.0,200
65,92,8,0,100,0,197,10,262,FixerOnly,1.0,200
65,92,8,0,100,0,197,12,259,FixerOnly,1.0,200
65,92,8,0,100,0,197,20,228,FixerOnly,1.0,200
386,648,9,0,657,1019,531,4681,412,FixerOnly,1.0,200
386,648,9,0,657,1019,531,4209,443,FixerOnly,1.0,200
386,648,9,0,657,1019,531,4448,494,FixerOnly,1.0,200
145,225,10,0,235,0,293,431,316,FixerOnly,1.0,200
145,225,10,0,235,0,293,419,346,FixerOnly,1.0,200
145,225,10,0,235,0,293,438,315,FixerOnly,1.0,200
157,223,6,0,229,116,428,325,339,FixerOnly,1.0,200
157,223,6,0,229,116,428,361,360,FixerOnly,1.0,200
157,223,6,0,229,116,428,380,396,FixerOnly,1.0,200
387,643,10,0,653,4510,515,5970,569,FixerOnly,1.0,200
387,643,10,0,653,4510,515,5501,668,FixerOnly,1.0,200
387,643,10,0,653,4510,515,5495,618,FixerOnly,1.0,200
283,402,6,0,408,4228,599,7764,414,FixerOnly,1.0,200
283,402,6,0,408,4228,599,6887,399,FixerOnly,1.0,200
283,402,6,0,408,4228,599,7445,497,FixerOnly,1.0,200
203,284,1,0,285,24868,284,20300,371,FixerOnly,1.0,200
203,284,1,0,285,24868,284,19432,459,FixerOnly,1.0,200
203,284,1,0,285,24868,284,20222,444,FixerOnly,1.0,200
433,798,2,0,800,40073,577,39662,491,FixerOnly,1.0,200
433,798,2,0,800,40073,577,40811,536,FixerOnly,1.0,200
433,798,2,0,800,40073,577,40711,541,FixerOnly,1.0,200
429,639,18,0,657,364,331,2703,465,FixerOnly,1.0,200
429,639,18,0,657,364,331,2725,338,FixerOnly,1.0,200
429,639,18,0,657,364,331,2442,452,FixerOnly,1.0,200
61,77,12,0,89,0,260,0,205,FixerOnly,1.0,200
61,77,12,0,89,0,260,0,258,FixerOnly,1.0,200
61,77,12,0,89,0,260,0,209,FixerOnly,1.0,200
118,177,19,0,196,0,345,0,289,FixerOnly,1.0,200
118,177,19,0,196,0,345,0,340,FixerOnly,1.0,200
118,177,19,0,196,0,345,16,217,FixerOnly,1.0,200
164,281,2,0,283,2994,325,5011,406,FixerOnly,1.0,200
164,281,2,0,283,2994,325,4824,321,FixerOnly,1.0,200
164,281,2,0,283,2994,325,5450,299,FixerOnly,1.0,200
208,230,11,0,241,1809,338,1494,456,FixerOnly,1.0,200
208,230,11,0,241,1809,338,1683,579,FixerOnly,1.0,200
208,230,11,0,241,1809,338,1603,454,FixerOnly,1.0,200
126,198,13,0,211,0,315,201,291,FixerOnly,1.0,200
126,198,13,0,211,0,315,221,312,FixerOnly,1.0,200
126,198,13,0,211,0,315,90,293,FixerOnly,1.0,200
218,328,11,0,339,0,511,837,407,FixerOnly,1.0,200
218,328,11,0,339,0,511,763,466,FixerOnly,1.0,200
218,328,11,0,339,0,511,556,470,FixerOnly,1.0,200
150,227,11,0,238,0,354,95,416,FixerOnly,1.0,200
150,227,11,0,238,0,354,116,393,FixerOnly,1.0,200
150,227,11,0,238,0,354,119,331,FixerOnly,1.0,200
359,647,15,0,662,335,375,2135,478,FixerOnly,1.0,200
359,647,15,0,662,335,375,2893,393,FixerOnly,1.0,200
359,647,15,0,662,335,375,3134,366,FixerOnly,1.0,200
488,811,17,0,828,1161,441,5017,481,FixerOnly,1.0,200
488,811,17,0,828,1161,441,4262,521,FixerOnly,1.0,200
488,811,17,0,828,1161,441,4250,409,FixerOnly,1.0,200
382,557,14,0,571,972,603,1789,547,FixerOnly,1.0,200
382,557,14,0,571,972,603,2167,545,FixerOnly,1.0,200
382,557,14,0,571,972,603,1844,547,FixerOnly,1.0,200
396,736,10,0,746,1057,411,6038,424,FixerOnly,1.0,200
396,736,10,0,746,1057,411,6113,382,FixerOnly,1.0,200
396,736,10,0,746,1057,411,6531,457,FixerOnly,1.0,200
461,534,8,0,542,12806,555,9324,527,FixerOnly,1.0,200
461,534,8,0,542,12806,555,9906,449,FixerOnly,1.0,200
461,534,8,0,542,12806,555,9611,334,FixerOnly,1.0,200
178,189,11,0,200,815,428,1063,462,FixerOnly,1.0,200
178,189,11,0,200,815,428,1195,280,FixerOnly,1.0,200
178,189,11,0,200,815,428,1151,299,FixerOnly,1.0,200
398,660,17,0,677,18,719,1863,614,FixerOnly,1.0,200
398,660,17,0,677,18,719,1277,483,FixerOnly,1.0,200
398,660,17,0,677,18,719,1535,561,FixerOnly,1.0,200
358,508,4,0,512,10555,474,13222,439,FixerOnly,1.0,200
358,508,4,0,512,10555,474,12753,365,FixerOnly,1.0,200
358,508,4,0,512,10555,474,12027,411,FixerOnly,1.0,200
248,390,16,0,406,0,554,455,529,FixerOnly,1.0,200
248,390,16,0,406,0,554,389,436,FixerOnly,1.0,200
248,390,16,0,406,0,554,379,470,FixerOnly,1.0,200
297,446,7,0,453,4727,359,4347,444,FixerOnly,1.0,200
297,446,7,0,453,4727,359,5118,418,FixerOnly,1.0,200
297,446,7,0,453,4727,359,5392,343,FixerOnly,1.0,200
334,474,12,0,486,1931,451,4060,396,FixerOnly,1.0,200
334,474,12,0,486,1931,451,3717,369,FixerOnly,1.0,200
334,474,12,0,486,1931,451,3629,357,FixerOnly,1.0,200
339,608,6,0,614,771,476,4798,334,FixerOnly,1.0,200
339,608,6,0,614,771,476,4399,327,FixerOnly,1.0,200
339,608,6,0,614,771,476,4430,337,FixerOnly,1.0,200
194,346,4,0,350,9101,352,9421,421,FixerOnly,1.0,200
194,346,4,0,350,9101,352,9574,385,FixerOnly,1.0,200
194,346,4,0,350,9101,352,9427,410,FixerOnly,1.0,200
186,186,14,0,200,1998,205,2424,356,FixerOnly,1.0,200
186,186,14,0,200,1998,205,2436,249,FixerOnly,1.0,200
186,186,14,0,200,1998,205,2539,296,FixerOnly,1.0,200
27,31,10,0,41,0,263,0,118,FixerOnly,1.0,200
27,31,10,0,41,0,263,0,104,FixerOnly,1.0,200
27,31,10,0,41,0,263,0,115,FixerOnly,1.0,200
170,291,7,0,298,800,263,1092,295,FixerOnly,1.0,200
170,291,7,0,298,800,263,877,350,FixerOnly,1.0,200
170,291,7,0,298,800,263,708,320,FixerOnly,1.0,200
92,140,11,0,151,0,472,0,326,FixerOnly,1.0,200
92,140,11,0,151,0,472,18,343,FixerOnly,1.0,200
92,140,11,0,151,0,472,25,321,FixerOnly,1.0,200
177,262,1,0,263,11294,498,12407,508,FixerOnly,1.0,200
177,262,1,0,263,11294,498,11969,576,FixerOnly,1.0,200
177,262,1,0,263,11294,498,10075,589,FixerOnly,1.0,200
217,326,6,0,332,306,431,1538,394,FixerOnly,1.0,200
217,326,6,0,332,306,431,1634,417,FixerOnly,1.0,200
217,326,6,0,332,306,431,1568,416,FixerOnly,1.0,200
115,168,6,0,174,6,371,142,283,FixerOnly,1.0,200
115,168,6,0,174,6,371,240,395,FixerOnly,1.0,200
115,168,6,0,174,6,371,314,321,FixerOnly,1.0,200
63,73,7,0,80,12,191,58,309,FixerOnly,1.0,200
63,73,7,0,80,12,191,31,245,FixerOnly,1.0,200
63,73,7,0,80,12,191,27,279,FixerOnly,1.0,200
170,279,3,0,282,2648,430,5145,368,FixerOnly,1.0,200
170,279,3,0,282,2648,430,5187,388,FixerOnly,1.0,200
170,279,3,0,282,2648,430,5555,394,FixerOnly,1.0,200
474,718,9,0,727,5019,332,8658,398,FixerOnly,1.0,200
474,718,9,0,727,5019,332,8670,488,FixerOnly,1.0,200
474,718,9,0,727,5019,332,7464,469,FixerOnly,1.0,200
330,352,8,0,360,6028,464,8631,318,FixerOnly,1.0,200
330,352,8,0,360,6028,464,8391,284,FixerOnly,1.0,200
330,352,8,0,360,6028,464,8164,324,FixerOnly,1.0,200
235,368,16,0,384,0,689,208,545,FixerOnly,1.0,200
235,368,16,0,384,0,689,201,557,FixerOnly,1.0,200
235,368,16,0,384,0,689,211,471,FixerOnly,1.0,200
97,132,17,0,149,0,386,0,271,FixerOnly,1.0,200
97,132,17,0,149,0,386,0,286,FixerOnly,1.0,200
97,132,17,0,149,0,386,0,279,FixerOnly,1.0,200
19,24,11,0,35,0,96,0,79,FixerOnly,1.0,200
19,24,11,0,35,0,96,0,78,FixerOnly,1.0,200
19,24,11,0,35,0,96,0,77,FixerOnly,1.0,200
490,541,19,0,560,3574,427,4315,357,FixerOnly,1.0,200
490,541,19,0,560,3574,427,4542,344,FixerOnly,1.0,200
490,541,19,0,560,3574,427,4592,429,FixerOnly,1.0,200
20,24,1,0,25,0,98,35,172,FixerOnly,1.0,200
20,24,1,0,25,0,98,0,181,FixerOnly,1.0,200
20,24,1,0,25,0,98,0,165,FixerOnly,1.0,200
408,731,7,0,738,1999,507,5492,518,FixerOnly,1.0,200
408,731,7,0,738,1999,507,6325,473,FixerOnly,1.0,200
408,731,7,0,738,1999,507,7231,491,FixerOnly,1.0,200
83,140,16,0,156,0,229,0,223,FixerOnly,1.0,200
83,140,16,0,156,0,229,0,190,FixerOnly,1.0,200
83,140,16,0,156,0,229,0,259,FixerOnly,1.0,200
131,179,13,0,192,0,239,78,287,FixerOnly,1.0,200
131,179,13,0,192,0,239,99,297,FixerOnly,1.0,200
131,179,13,0,192,0,239,39,275,FixerOnly,1.0,200
18,24,3,0,27,0,101,0,85,FixerOnly,1.0,200
18,24,3,0,27,0,101,0,98,FixerOnly,1.0,200
18,24,3,0,27,0,101,0,107,FixerOnly,1.0,200
499,760,19,0,779,586,575,3091,519,FixerOnly,1.0,200
499,760,19,0,779,586,575,3147,434,FixerOnly,1.0,200
499,760,19,0,779,586,575,3071,517,FixerOnly,1.0,200
314,440,11,0,451,1275,669,3665,455,FixerOnly,1.0,200
314,440,11,0,451,1275,669,3742,420,FixerOnly,1.0,200
314,440,11,0,451,1275,669,3627,483,FixerOnly,1.0,200
171,285,3,0,288,848,421,3074,619,FixerOnly,1.0,200
171,285,3,0,288,848,421,3565,474,FixerOnly,1.0,200
171,285,3,0,288,848,421,3292,504,FixerOnly,1.0,200
426,635,17,0,652,767,496,4205,304,FixerOnly,1.0,200
426,635,17,0,652,767,496,4539,334,FixerOnly,1.0,200
426,635,17,0,652,767,496,4496,405,FixerOnly,1.0,200
230,319,15,0,334,90,484,837,390,FixerOnly,1.0,200
230,319,15,0,334,90,484,1079,379,FixerOnly,1.0,200
230,319,15,0,334,90,484,1107,479,FixerOnly,1.0,200
497,706,6,0,712,12366,590,11195,537,FixerOnly,1.0,200
497,706,6,0,712,12366,590,11431,513,FixerOnly,1.0,200
497,706,6,0,712,12366,590,11948,501,FixerOnly,1.0,200
427,469,4,0,473,40744,460,35554,330,FixerOnly,1.0,200
427,469,4,0,473,40744,460,34783,363,FixerOnly,1.0,200
427,469,4,0,473,40744,460,34994,412,FixerOnly,1.0,200
15,15,15,0,30,0,50,0,47,FixerOnly,1.0,200
15,15,15,0,30,0,50,0,55,FixerOnly,1.0,200
15,15,15,0,30,0,50,0,47,FixerOnly,1.0,200
225,325,19,0,344,0,465,293,364,FixerOnly,1.0,200
225,325,19,0,344,0,465,368,397,FixerOnly,1.0,200
225,325,19,0,344,0,465,376,457,FixerOnly,1.0,200
205,333,7,0,340,139,445,1307,379,FixerOnly,1.0,200
205,333,7,0,340,139,445,1349,425,FixerOnly,1.0,200
205,333,7,0,340,139,445,1679,347,FixerOnly,1.0,200
100,138,14,0,152,0,371,6,297,FixerOnly,1.0,200
100,138,14,0,152,0,371,40,358,FixerOnly,1.0,200
100,138,14,0,152,0,371,47,270,FixerOnly,1.0,200
299,489,18,0,507,0,547,419,448,FixerOnly,1.0,200
299,489,18,0,507,0,547,459,412,FixerOnly,1.0,200
299,489,18,0,507,0,547,502,454,FixerOnly,1.0,200
24,30,12,0,42,0,121,0,106,FixerOnly,1.0,200
24,30,12,0,42,0,121,0,108,FixerOnly,1.0,200
24,30,12,0,42,0,121,0,102,FixerOnly,1.0,200
268,383,3,0,386,6857,528,7401,444,FixerOnly,1.0,200
268,383,3,0,386,6857,528,8579,569,FixerOnly,1.0,200
268,383,3,0,386,6857,528,7861,393,FixerOnly,1.0,200
