assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,algorithm,mu,lambda_,cxpb,mutpb,repair_pct,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb
115,120,116,4,0,855.0,119,0.0,163,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
125,169,163,6,0,1556.0,393,0.0,431,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
125,169,163,6,0,1556.0,393,0.0,438,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
125,169,163,6,0,1556.0,393,0.0,396,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
129,175,172,3,0,779.0,424,0.0,467,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
129,175,172,3,0,779.0,424,0.0,465,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
129,175,172,3,0,779.0,424,0.0,474,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
465,548,530,18,0,2708.0,498,0.0,536,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
465,548,530,18,0,2708.0,498,0.0,483,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
465,548,530,18,0,2708.0,498,0.0,594,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
345,389,371,18,0,4459.0,262,0.0,354,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
345,389,371,18,0,4459.0,262,0.0,356,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
345,389,371,18,0,4459.0,262,0.0,376,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
323,532,524,8,0,5525.0,475,0.0,680,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
323,532,524,8,0,5525.0,475,83.0,552,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
323,532,524,8,0,5525.0,475,0.0,576,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
146,202,196,6,0,73.0,344,0.0,372,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
146,202,196,6,0,73.0,344,0.0,378,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
146,202,196,6,0,73.0,344,0.0,362,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
445,661,653,8,0,6634.0,585,0.0,670,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
445,661,653,8,0,6634.0,585,0.0,695,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
445,661,653,8,0,6634.0,585,5.0,708,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
297,477,463,14,0,323.0,483,0.0,539,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
297,477,463,14,0,323.0,483,0.0,509,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
297,477,463,14,0,323.0,483,0.0,564,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
414,709,706,3,0,14492.0,587,34.0,735,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
414,709,706,3,0,14492.0,587,71.0,757,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
414,709,706,3,0,14492.0,587,53.0,789,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
230,253,242,11,0,661.0,556,0.0,562,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
230,253,242,11,0,661.0,556,0.0,577,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
230,253,242,11,0,661.0,556,0.0,564,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
337,569,558,11,0,814.0,356,0.0,426,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
337,569,558,11,0,814.0,356,0.0,397,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
337,569,558,11,0,814.0,356,0.0,427,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
441,500,496,4,0,34097.0,404,287.0,597,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
441,500,496,4,0,34097.0,404,668.0,563,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
441,500,496,4,0,34097.0,404,432.0,578,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
437,515,498,17,0,3256.0,453,0.0,514,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
437,515,498,17,0,3256.0,453,0.0,571,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
437,515,498,17,0,3256.0,453,0.0,544,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
228,398,379,19,0,0.0,485,0.0,534,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
437,763,754,9,0,5499.0,655,0.0,700,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
437,763,754,9,0,5499.0,655,0.0,704,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
437,763,754,9,0,5499.0,655,0.0,748,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
384,427,412,15,0,3147.0,332,0.0,397,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
384,427,412,15,0,3147.0,332,0.0,391,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
384,427,412,15,0,3147.0,332,0.0,401,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
379,577,565,12,0,2778.0,349,0.0,560,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
379,577,565,12,0,2778.0,349,0.0,500,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
379,577,565,12,0,2778.0,349,0.0,563,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
225,295,293,2,0,17207.0,359,145.0,505,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
225,295,293,2,0,17207.0,359,80.0,581,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
225,295,293,2,0,17207.0,359,69.0,568,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
330,378,361,17,0,982.0,454,0.0,475,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
330,378,361,17,0,982.0,454,0.0,455,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
330,378,361,17,0,982.0,454,0.0,468,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
183,285,281,4,0,823.0,399,0.0,419,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
183,285,281,4,0,823.0,399,0.0,429,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
183,285,281,4,0,823.0,399,0.0,430,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
269,460,444,16,0,125.0,580,0.0,550,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
269,460,444,16,0,125.0,580,0.0,559,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
269,460,444,16,0,125.0,580,0.0,559,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
495,729,727,2,0,37671.0,666,1735.0,1049,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
495,729,727,2,0,37671.0,666,1272.0,917,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
495,729,727,2,0,37671.0,666,1217.0,1065,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
61,82,63,19,0,188.0,183,0.0,162,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
61,82,63,19,0,188.0,183,0.0,144,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
61,82,63,19,0,188.0,183,0.0,142,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
472,711,701,10,0,5765.0,699,12.0,768,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
472,711,701,10,0,5765.0,699,0.0,836,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
472,711,701,10,0,5765.0,699,0.0,845,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
461,496,490,6,0,22917.0,468,2157.0,680,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
422,691,681,10,0,5357.0,347,0.0,447,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
422,691,681,10,0,5357.0,347,0.0,516,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
422,691,681,10,0,5357.0,347,0.0,535,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
250,400,385,15,0,0.0,341,0.0,420,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
250,400,385,15,0,0.0,341,0.0,398,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
250,400,385,15,0,0.0,341,0.0,415,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
34,61,48,13,0,0.0,232,0.0,165,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
34,61,48,13,0,0.0,232,0.0,162,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
34,61,48,13,0,0.0,232,0.0,154,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
49,85,72,13,0,0.0,152,0.0,121,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
49,85,72,13,0,0.0,152,0.0,148,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
49,85,72,13,0,0.0,152,0.0,122,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
416,619,605,14,0,1162.0,606,0.0,655,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
416,619,605,14,0,1162.0,606,0.0,638,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
416,619,605,14,0,1162.0,606,0.0,668,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
352,515,509,6,0,3755.0,412,0.0,447,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
352,515,509,6,0,3755.0,412,0.0,478,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
352,515,509,6,0,3755.0,412,0.0,470,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
462,900,884,16,0,404.0,491,0.0,585,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
462,900,884,16,0,404.0,491,0.0,527,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
462,900,884,16,0,404.0,491,0.0,525,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
131,185,182,3,0,1935.0,331,0.0,391,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
131,185,182,3,0,1935.0,331,0.0,397,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
131,185,182,3,0,1935.0,331,0.0,377,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
109,176,171,5,0,0.0,330,0.0,346,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
109,176,171,5,0,0.0,330,0.0,337,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
109,176,171,5,0,0.0,330,0.0,343,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
415,573,565,8,0,3149.0,696,0.0,816,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
415,573,565,8,0,3149.0,696,0.0,850,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
415,573,565,8,0,3149.0,696,0.0,896,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
441,743,736,7,0,10056.0,480,211.0,700,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
441,743,736,7,0,10056.0,480,34.0,705,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
441,743,736,7,0,10056.0,480,314.0,646,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
302,433,427,6,0,3220.0,372,0.0,453,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
302,433,427,6,0,3220.0,372,0.0,425,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
302,433,427,6,0,3220.0,372,0.0,473,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
112,137,120,17,0,0.0,297,0.0,229,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
112,137,120,17,0,0.0,297,0.0,213,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
112,137,120,17,0,0.0,297,0.0,205,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
384,541,537,4,0,15202.0,448,0.0,517,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
384,541,537,4,0,15202.0,448,0.0,476,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
384,541,537,4,0,15202.0,448,0.0,546,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
329,591,589,2,0,18431.0,566,193.0,751,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
329,591,589,2,0,18431.0,566,212.0,797,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
329,591,589,2,0,18431.0,566,162.0,751,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
224,238,235,3,0,16191.0,184,0.0,301,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
224,238,235,3,0,16191.0,184,0.0,294,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
224,238,235,3,0,16191.0,184,0.0,271,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
402,726,724,2,0,22607.0,523,1911.0,750,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
402,726,724,2,0,22607.0,523,1815.0,842,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
402,726,724,2,0,22607.0,523,2264.0,868,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
110,181,174,7,0,135.0,329,0.0,365,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
110,181,174,7,0,135.0,329,0.0,393,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
110,181,174,7,0,135.0,329,0.0,393,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
159,282,265,17,0,0.0,318,0.0,346,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
159,282,265,17,0,0.0,318,0.0,354,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
159,282,265,17,0,0.0,318,0.0,343,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
73,96,95,1,0,708.0,348,0.0,360,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
73,96,95,1,0,708.0,348,0.0,380,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
73,96,95,1,0,708.0,348,0.0,356,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
38,68,54,14,0,0.0,186,0.0,110,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
38,68,54,14,0,0.0,186,0.0,130,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
38,68,54,14,0,0.0,186,0.0,124,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
167,250,234,16,0,0.0,469,0.0,472,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
167,250,234,16,0,0.0,469,0.0,448,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
167,250,234,16,0,0.0,469,0.0,441,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
131,206,193,13,0,0.0,296,0.0,303,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
131,206,193,13,0,0.0,296,0.0,308,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
131,206,193,13,0,0.0,296,0.0,280,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
39,64,55,9,0,0.0,207,0.0,83,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
39,64,55,9,0,0.0,207,0.0,91,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
39,64,55,9,0,0.0,207,0.0,96,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
369,589,575,14,0,855.0,459,0.0,526,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
369,589,575,14,0,855.0,459,0.0,532,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
369,589,575,14,0,855.0,459,0.0,528,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
179,250,245,5,0,523.0,605,0.0,670,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
179,250,245,5,0,523.0,605,0.0,681,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
179,250,245,5,0,523.0,605,0.0,663,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
258,273,272,1,0,25941.0,279,1200.0,435,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
258,273,272,1,0,25941.0,279,1590.0,414,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
258,273,272,1,0,25941.0,279,926.0,491,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
265,382,370,12,0,108.0,333,0.0,431,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
265,382,370,12,0,108.0,333,0.0,399,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
265,382,370,12,0,108.0,333,0.0,432,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
228,337,318,19,0,0.0,370,0.0,422,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
228,337,318,19,0,0.0,370,0.0,454,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
228,337,318,19,0,0.0,370,0.0,433,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
104,193,191,2,0,50.0,375,0.0,283,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
104,193,191,2,0,50.0,375,0.0,289,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
104,193,191,2,0,50.0,375,0.0,289,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
89,113,108,5,0,897.0,312,0.0,252,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
223,260,246,14,0,1325.0,476,0.0,521,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
223,260,246,14,0,1325.0,476,0.0,512,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
223,260,246,14,0,1325.0,476,0.0,519,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
278,525,515,10,0,674.0,443,0.0,483,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
278,525,515,10,0,674.0,443,0.0,474,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
278,525,515,10,0,674.0,443,0.0,449,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
323,482,465,17,0,783.0,570,0.0,608,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
323,482,465,17,0,783.0,570,0.0,602,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
323,482,465,17,0,783.0,570,0.0,604,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
154,258,245,13,0,0.0,312,0.0,351,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
154,258,245,13,0,0.0,312,0.0,354,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
154,258,245,13,0,0.0,312,0.0,358,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
138,186,182,4,0,1756.0,297,0.0,350,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
138,186,182,4,0,1756.0,297,0.0,318,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
138,186,182,4,0,1756.0,297,0.0,337,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
300,535,518,17,0,611.0,387,0.0,522,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
300,535,518,17,0,611.0,387,0.0,498,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
300,535,518,17,0,611.0,387,0.0,500,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
26,44,35,9,0,0.0,186,0.0,73,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
26,44,35,9,0,0.0,186,0.0,69,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
26,44,35,9,0,0.0,186,0.0,65,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
383,693,687,6,0,4699.0,377,0.0,505,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
383,693,687,6,0,4699.0,377,0.0,495,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
383,693,687,6,0,4699.0,377,0.0,506,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
13,24,17,7,0,22.0,151,0.0,35,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
13,24,17,7,0,22.0,151,0.0,35,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
13,24,17,7,0,22.0,151,0.0,35,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
473,719,707,12,0,9507.0,379,344.0,573,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
473,719,707,12,0,9507.0,379,211.0,576,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
473,719,707,12,0,9507.0,379,169.0,586,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
486,834,817,17,0,275.0,544,0.0,673,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
486,834,817,17,0,275.0,544,0.0,619,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
240,333,325,8,0,490.0,355,0.0,383,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
240,333,325,8,0,490.0,355,0.0,405,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
240,333,325,8,0,490.0,355,0.0,456,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
459,527,516,11,0,9033.0,411,0.0,417,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
459,527,516,11,0,9033.0,411,0.0,412,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
459,527,516,11,0,9033.0,411,0.0,447,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
334,367,349,18,0,1454.0,230,0.0,336,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
334,367,349,18,0,1454.0,230,0.0,320,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
334,367,349,18,0,1454.0,230,0.0,343,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
255,429,421,8,0,197.0,445,0.0,539,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
